solar_all_sky_kwh_m2_day,solar_clear_sky_kwh_m2_day,clearness_index,temperature_mean_c,temperature_max_c,temperature_min_c,relative_humidity_pct,wind_speed_10m_m_s,wind_direction_10m_deg,surface_pressure_kpa,TS,T2MDEW,T2MWET,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,precipitation_mm,date,pm25_ug_m3
4.6706,4.8406,0.68,24.66,25.43,23.87,77.86,2.65,98.3,101.34,25.85,20.55,22.6,6.6158,1.0999,0.0,2021-06-22,2.4232066
3.6845,4.7801,0.54,25.2,26.29,24.35,74.45,3.02,102.5,101.28,26.32,20.34,22.77,3.7459,1.818,1.68,2021-06-23,5.014549
2.8104,4.7573,0.41,23.52,24.27,22.66,81.07,8.04,155.7,101.4,25.71,20.09,21.81,2.1038,1.4822,4.16,2021-06-24,6.5484543
3.7301,4.8862,0.54,23.94,24.58,22.95,72.47,9.75,129.6,101.52,25.36,18.7,21.32,3.7476,1.6766,2.08,2021-06-25,10.859829
3.4661,4.8859,0.5,24.75,25.7,24.04,70.71,9.7,117.1,101.61,25.51,19.08,21.91,2.4029,1.9207,1.94,2021-06-26,11.028057
3.8335,4.8598,0.56,24.84,25.8,24.05,75.99,9.89,104.6,101.52,25.58,20.34,22.59,4.0982,1.5809,2.1,2021-06-27,10.891207
3.4409,4.8386,0.5,25.32,26.23,24.36,77.89,8.12,94.1,101.44,25.81,21.2,23.26,3.7966,1.4102,2.94,2021-06-28,8.477514
4.4964,4.818,0.65,25.51,26.3,24.83,83.35,5.56,74.1,101.22,26.09,22.5,24.0,5.8128,1.2247,4.56,2021-06-29,5.999851
2.3088,4.7038,0.34,25.59,26.18,25.03,82.69,3.71,55.0,101.05,26.13,22.44,24.02,1.1602,1.403,10.2,2021-06-30,7.6872907
2.2608,4.7467,0.33,25.05,26.26,23.62,83.8,4.7,121.5,100.95,26.05,22.12,23.58,0.9226,1.6711,23.2,2021-07-01,4.8262053
2.9201,4.8103,0.42,23.7,24.4,23.17,82.03,8.75,149.4,101.06,25.28,20.47,22.08,1.2146,1.9848,6.35,2021-07-02,8.172037
4.1477,4.9284,0.6,23.97,24.74,23.29,75.48,7.34,142.9,101.28,25.24,19.38,21.67,5.5954,1.2444,0.79,2021-07-03,5.372698
4.1851,4.9579,0.6,24.0,24.79,23.43,76.74,8.8,135.7,101.37,25.28,19.68,21.84,4.5845,1.5506,1.35,2021-07-04,9.351823
2.5822,4.8756,0.37,23.34,23.97,22.65,75.87,9.63,128.7,101.41,24.94,18.86,21.1,1.7436,1.7434,1.5,2021-07-05,9.582151
2.177,4.9051,0.31,23.5,24.26,22.57,74.13,7.68,109.1,101.29,24.62,18.65,21.08,0.253,1.7206,246.04,2021-07-06,9.577406
3.4608,4.8778,0.5,24.3,25.13,23.49,76.01,4.71,88.7,101.15,25.12,19.82,22.06,3.997,1.3596,136.61,2021-07-07,6.1450863
4.7501,4.8941,0.68,24.99,26.55,24.04,76.35,2.35,200.6,101.12,25.58,20.54,22.77,6.6526,1.0445,0.09,2021-07-08,2.5703459
2.8543,4.879,0.41,24.32,25.06,23.61,83.45,6.88,141.1,101.23,25.37,21.35,22.84,2.0911,1.8859,1.23,2021-07-09,10.816691
3.3456,4.8919,0.48,24.13,24.9,23.48,84.8,6.54,122.3,101.26,25.39,21.43,22.78,2.9316,1.6349,1.35,2021-07-10,3.9335504
4.5823,4.9104,0.65,25.28,26.42,24.18,84.49,5.24,80.7,101.26,25.82,22.49,23.88,6.0629,1.1515,0.76,2021-07-11,2.5840592
4.722,4.9428,0.67,25.54,26.36,24.66,83.96,4.15,87.3,101.23,26.02,22.61,24.07,5.9304,1.1695,0.37,2021-07-12,4.243077
3.9269,4.8698,0.56,25.85,26.65,25.12,85.36,3.98,105.4,101.15,26.1,23.2,24.53,4.1786,1.554,1.28,2021-07-13,4.594085
2.4218,4.8612,0.34,25.61,26.44,24.88,86.12,4.15,89.8,101.17,25.83,23.12,24.37,0.1824,1.8986,6.67,2021-07-14,8.152042
2.9779,4.9097,0.42,25.05,25.69,24.56,86.88,9.27,128.3,101.26,25.71,22.73,23.89,2.5894,1.4539,4.44,2021-07-15,4.9967356
3.7867,4.9234,0.53,25.82,26.77,25.18,85.53,8.29,95.8,101.23,26.04,23.22,24.52,4.3906,1.4364,2.84,2021-07-16,7.213629
4.1366,4.9766,0.58,25.84,26.7,25.18,86.38,6.74,84.8,101.14,26.1,23.41,24.63,4.71,1.4765,1.28,2021-07-17,5.504674
4.7052,5.0532,0.65,25.88,26.81,25.21,84.99,6.13,86.0,101.11,26.22,23.16,24.52,5.8298,1.2439,0.42,2021-07-18,5.7815723
4.4035,5.0402,0.61,26.08,27.0,25.25,83.88,5.56,85.8,101.11,26.41,23.15,24.61,5.2394,1.3332,0.31,2021-07-19,5.3890686
4.763,5.045,0.66,26.13,26.82,25.54,82.01,4.94,70.3,101.14,26.51,22.84,24.48,5.8908,1.229,0.08,2021-07-20,4.525532
4.7052,5.0364,0.65,25.76,26.46,25.26,84.01,5.8,71.8,101.26,26.41,22.88,24.32,5.6909,1.3001,0.11,2021-07-21,5.8833933
4.2086,5.0832,0.58,25.93,26.92,25.14,83.26,6.39,69.3,101.34,26.43,22.88,24.4,4.3637,1.6428,0.35,2021-07-22,4.775167
5.0225,5.1612,0.69,25.69,26.64,24.96,80.65,4.79,87.8,101.39,26.48,22.11,23.9,6.6624,1.031,0.05,2021-07-23,3.6280313
4.9711,5.1658,0.68,25.79,26.74,24.94,85.41,4.77,87.4,101.28,26.64,23.17,24.48,6.4032,1.1282,0.08,2021-07-24,3.8127296
5.0328,5.1809,0.68,25.98,26.88,25.28,83.27,3.21,82.8,101.17,26.93,22.93,24.46,6.8986,1.0212,0.08,2021-07-25,2.9702535
5.0076,5.2008,0.68,25.92,26.86,25.19,81.25,3.48,108.3,101.19,26.92,22.48,24.2,6.5314,1.0202,0.07,2021-07-26,4.1540036
3.0881,5.1334,0.42,25.55,26.64,24.55,81.09,3.86,147.6,101.23,26.76,22.07,23.81,2.3702,1.4688,4.67,2021-07-27,6.882345
2.5982,5.142,0.35,24.42,25.07,23.88,83.4,7.36,135.6,101.29,26.01,21.44,22.93,2.3148,1.452,7.78,2021-07-28,6.514199
3.5755,5.3057,0.48,24.7,25.57,23.79,80.9,7.71,113.5,101.32,26.02,21.21,22.95,2.9666,1.8298,3.95,2021-07-29,6.244463
4.4018,5.269,0.58,25.57,26.19,24.87,84.05,6.28,72.3,101.18,26.29,22.7,24.14,3.9326,1.8206,4.17,2021-07-30,7.3680725
1.7878,5.2174,0.24,25.95,28.07,23.93,81.78,6.79,286.0,100.71,26.4,22.58,24.26,0.6492,1.2062,1.04,2021-07-31,9.671993
4.5154,5.4742,0.59,23.84,25.18,22.75,72.63,9.4,247.5,100.67,25.44,18.59,21.21,4.9178,1.5919,0.19,2021-08-01,10.801472
3.9115,5.5486,0.51,23.97,25.74,22.82,69.13,7.06,218.6,100.87,25.46,17.97,20.97,3.1651,2.0071,0.28,2021-08-02,7.4776096
5.0316,5.6352,0.66,23.22,24.24,22.26,65.88,4.62,180.8,101.23,25.05,16.48,19.85,6.5251,1.213,0.21,2021-08-03,4.754412
4.9711,5.6254,0.65,23.08,24.16,21.96,68.22,4.42,142.3,101.3,25.33,16.91,20.0,5.6856,1.4604,0.11,2021-08-04,4.2828107
4.1822,5.627,0.54,24.45,25.43,23.29,57.98,3.27,49.7,101.17,25.33,15.62,20.04,3.3348,1.8931,0.02,2021-08-05,7.324985
5.4876,5.5913,0.71,24.89,26.7,23.53,64.65,4.54,238.1,101.24,25.6,17.7,21.29,6.8292,1.0838,0.01,2021-08-06,2.4504771
4.9282,5.5692,0.63,24.1,25.57,23.14,77.46,4.98,163.7,101.49,25.76,19.91,22.0,5.6383,1.4878,0.48,2021-08-07,9.595027
4.8857,5.629,0.62,23.62,24.57,22.94,74.78,4.53,138.1,101.49,25.63,18.89,21.26,5.6165,1.5754,0.28,2021-08-08,7.402221
3.9038,5.6095,0.49,23.75,25.19,22.76,72.49,2.92,147.8,101.37,25.87,18.49,21.12,3.4649,1.9639,0.07,2021-08-09,7.7163806
2.9215,5.5613,0.37,23.72,24.9,22.99,77.92,7.14,148.8,101.56,25.48,19.64,21.68,1.447,1.8245,2.71,2021-08-10,10.105253
2.6486,5.5279,0.33,23.54,24.21,23.05,81.07,9.62,129.3,101.77,25.11,20.12,21.83,0.3151,1.9306,15.36,2021-08-11,8.503662
2.0011,5.5944,0.25,23.22,23.46,22.79,83.39,9.5,127.5,101.7,24.85,20.27,21.75,0.701,1.3219,27.7,2021-08-12,6.816691
3.18,5.7199,0.4,23.49,24.19,23.09,77.82,8.46,128.6,101.5,25.08,19.41,21.45,1.2612,2.0196,3.77,2021-08-13,7.932272
3.3295,5.7528,0.41,23.68,24.59,23.07,74.89,6.44,135.5,101.39,25.22,18.98,21.33,1.1107,2.1557,0.59,2021-08-14,3.9877505
3.1759,5.7403,0.39,23.58,24.21,23.05,79.57,6.58,120.8,101.43,25.18,19.86,21.72,1.494,2.0983,3.66,2021-08-15,6.7533674
2.6002,5.8109,0.32,23.5,24.22,22.98,78.99,8.81,110.6,101.5,25.05,19.65,21.58,0.4097,1.9829,7.32,2021-08-16,5.561901
3.5278,5.8282,0.43,23.85,24.66,23.22,74.82,7.36,102.9,101.4,25.14,19.13,21.49,2.8387,1.8578,1.21,2021-08-17,5.8300176
5.0597,5.8159,0.61,24.19,25.2,23.1,77.08,4.82,114.5,101.26,25.51,19.94,22.07,5.6666,2.0465,0.02,2021-08-18,5.3234286
5.2865,5.8786,0.64,24.64,25.7,23.81,80.27,4.62,136.3,101.24,25.68,21.03,22.84,5.765,1.579,0.4,2021-08-19,4.961052
3.9082,5.8846,0.47,24.43,25.36,23.86,80.66,6.42,150.1,101.36,25.6,20.9,22.67,3.8057,1.7431,0.22,2021-08-20,6.2522645
3.3401,5.8555,0.4,24.01,24.81,23.37,82.46,6.12,137.8,101.28,25.5,20.86,22.43,1.2708,2.0424,1.04,2021-08-21,4.3464327
5.4914,6.1351,0.65,23.88,25.0,22.74,80.65,6.73,165.6,101.16,25.46,20.36,22.12,6.0,1.6798,0.4,2021-08-22,4.726786
5.6959,6.2249,0.67,23.19,24.39,22.31,73.37,7.04,158.8,101.1,25.05,18.15,20.67,6.8822,1.2852,0.37,2021-08-23,5.7465496
5.3861,6.277,0.63,23.22,24.5,22.35,69.39,7.38,137.3,101.2,24.94,17.29,20.25,5.9179,1.5194,0.36,2021-08-24,7.4122825
4.8888,6.1678,0.57,23.78,25.04,22.46,72.33,8.84,116.9,101.39,25.07,18.52,21.15,3.9379,2.1816,1.05,2021-08-25,10.685639
5.4017,6.2275,0.63,23.41,24.11,22.56,71.01,8.94,123.4,101.5,24.88,17.86,20.64,5.8858,1.5938,0.46,2021-08-26,10.669652
4.967,6.3086,0.57,22.97,23.61,22.26,67.57,8.59,112.0,101.49,24.41,16.65,19.81,4.9385,1.56,0.57,2021-08-27,7.459221
4.8936,6.3034,0.56,23.56,24.6,22.76,69.82,7.51,102.3,101.37,24.88,17.75,20.65,4.2948,2.0873,0.57,2021-08-28,10.860987
5.4869,6.3242,0.63,23.96,25.23,22.78,71.71,5.29,99.3,101.31,25.23,18.53,21.25,5.8404,1.6044,0.13,2021-08-29,6.9728684
5.5008,6.2582,0.63,24.29,25.57,23.03,82.68,4.85,111.2,101.43,25.62,21.17,22.73,5.5229,1.741,0.67,2021-08-30,5.6221695
3.7368,6.2304,0.42,24.74,25.68,23.9,83.97,6.77,113.8,101.45,25.66,21.86,23.3,2.3395,2.1204,0.68,2021-08-31,5.830728
2.8874,6.1526,0.33,24.12,24.68,23.39,84.8,7.14,113.4,101.29,25.37,21.42,22.77,0.9521,1.9613,2.98,2021-09-01,5.180823
2.8531,6.1742,0.32,23.39,23.82,23.07,85.96,7.28,118.2,101.03,25.05,20.93,22.16,0.4351,2.051,13.18,2021-09-02,4.26801
3.5227,6.2381,0.39,25.16,26.71,23.12,86.04,6.97,31.2,100.79,25.46,22.65,23.91,0.6557,2.3873,9.49,2021-09-03,9.161887
5.4413,6.3444,0.61,25.56,27.2,24.24,84.85,2.72,336.2,100.93,26.13,22.82,24.19,5.3285,1.7887,0.72,2021-09-04,5.265207
2.9448,6.3305,0.33,25.31,26.21,24.47,82.81,3.85,340.5,101.04,25.39,22.18,23.75,0.558,2.0563,5.83,2021-09-05,5.778851
5.9866,6.4534,0.66,25.05,26.6,23.58,76.69,4.7,19.1,101.03,25.93,20.61,22.83,6.7925,1.1654,4.56,2021-09-06,3.5348506
6.0629,6.5206,0.67,25.26,26.44,24.08,79.88,3.91,61.7,101.06,26.16,21.55,23.4,6.8935,1.2377,0.74,2021-09-07,2.9788225
4.3198,6.444,0.47,26.2,27.44,25.04,81.5,3.35,23.2,101.24,26.38,22.77,24.49,2.9546,2.4053,2.05,2021-09-08,9.440968
2.8836,6.4392,0.31,24.43,25.22,23.72,84.44,7.66,151.7,101.5,25.81,21.64,23.04,0.6662,2.039,4.5,2021-09-09,8.200161
3.6089,6.529,0.39,24.1,24.85,23.51,82.99,8.17,125.6,101.48,25.58,21.05,22.57,1.4328,2.4262,1.87,2021-09-10,7.1301117
4.8384,6.479,0.52,24.58,25.27,23.81,86.02,6.94,120.6,101.24,25.55,22.1,23.34,2.8066,2.3395,14.83,2021-09-11,4.88626
3.786,6.5448,0.41,25.26,26.02,24.47,85.51,4.23,78.9,101.21,25.96,22.66,23.96,1.9339,2.0966,12.99,2021-09-12,5.7548847
6.1927,6.7277,0.66,25.11,26.06,24.42,81.86,5.93,107.8,101.37,26.02,21.8,23.45,6.2323,1.7582,0.67,2021-09-13,4.127955
6.3024,6.8009,0.67,24.93,25.96,24.23,81.86,6.53,113.7,101.35,25.97,21.63,23.28,6.7812,1.5182,0.2,2021-09-14,3.07233
5.8212,6.821,0.62,25.06,25.98,24.05,84.39,6.06,99.5,101.2,26.16,22.26,23.66,5.8939,1.7009,0.32,2021-09-15,3.8675766
6.1591,6.787,0.65,25.9,27.03,24.93,86.62,5.16,72.4,101.15,26.56,23.51,24.7,6.7896,1.4926,0.3,2021-09-16,4.3512073
6.3917,6.7584,0.67,25.98,27.02,25.07,89.23,5.16,74.0,101.21,26.55,24.08,25.03,6.923,1.4503,0.14,2021-09-17,4.378606
6.4152,6.8009,0.67,25.96,27.12,25.01,78.16,4.57,71.9,101.28,26.75,21.84,23.9,6.6814,1.5043,0.25,2021-09-18,2.7358809
4.1978,6.876,0.44,25.35,26.65,24.28,77.63,5.29,134.6,101.31,26.43,21.15,23.25,2.0666,2.3923,4.15,2021-09-19,6.449568
4.5247,7.0517,0.47,24.14,25.03,23.51,81.58,7.09,141.6,101.27,25.94,20.8,22.47,2.5279,2.4734,2.6,2021-09-20,7.389737
5.8486,7.0658,0.6,24.28,25.27,23.37,78.66,6.6,120.0,101.16,25.87,20.34,22.31,5.299,1.8653,0.45,2021-09-21,6.0396843
6.575,7.0524,0.67,25.11,26.23,23.87,77.78,5.29,93.8,101.22,26.25,20.97,23.04,6.5875,1.7909,0.06,2021-09-22,5.264532
6.9874,7.0243,0.71,25.58,26.71,24.29,77.89,5.77,75.7,101.31,26.38,21.45,23.51,8.0942,1.343,0.02,2021-09-23,5.3533783
5.778,7.026,0.59,24.88,26.52,23.76,79.0,3.28,136.6,101.21,26.34,20.96,22.92,5.1665,2.0138,0.17,2021-09-24,6.430213
4.8374,7.1743,0.49,23.76,24.65,22.98,80.07,6.17,153.8,101.1,25.95,20.11,21.93,4.2264,1.8454,0.49,2021-09-25,6.5288076
5.7055,7.1772,0.58,23.28,24.39,22.33,74.6,4.73,144.5,101.04,25.97,18.53,20.9,3.9314,2.5582,0.04,2021-09-26,6.3091507
5.7038,7.1767,0.57,23.9,25.15,22.43,75.94,4.26,105.3,101.08,26.11,19.4,21.65,3.5894,2.4696,0.18,2021-09-27,6.6479797
4.7602,7.0416,0.48,25.16,26.14,23.98,76.22,5.44,92.8,101.34,26.21,20.68,22.92,2.5769,2.6376,1.1,2021-09-28,4.9016933
4.3543,7.045,0.43,25.28,26.33,24.42,78.42,6.76,120.1,101.44,26.56,21.26,23.27,1.7606,2.7089,0.47,2021-09-29,6.3940816
4.8602,7.0654,0.48,25.29,26.05,24.62,81.7,8.78,131.1,101.41,26.24,21.95,23.62,2.1566,2.9186,1.63,2021-09-30,8.550181
5.0928,7.1606,0.5,25.32,26.47,24.47,77.53,9.44,114.5,101.34,26.43,21.11,23.22,3.0958,2.4401,1.35,2021-10-01,10.695729
3.8522,7.0942,0.38,25.43,26.13,24.53,78.82,9.39,107.4,101.28,25.93,21.51,23.47,1.1114,2.6947,1.71,2021-10-02,10.341352
3.0295,7.1609,0.3,25.59,26.53,24.92,82.44,8.62,97.9,101.13,25.99,22.37,23.98,1.1945,1.9891,30.18,2021-10-03,8.819881
4.6507,7.1688,0.46,25.99,26.89,25.14,88.15,7.27,83.1,100.92,26.23,23.89,24.94,2.0813,2.3299,61.43,2021-10-04,5.362587
4.3543,7.2122,0.42,25.95,26.73,25.23,89.88,5.11,77.3,100.9,26.23,24.17,25.06,1.7402,2.6935,32.18,2021-10-05,6.0630255
6.2518,7.2955,0.61,25.84,26.59,25.37,88.02,4.49,82.3,100.93,26.44,23.72,24.78,5.9232,1.7544,2.97,2021-10-06,5.170499
5.8918,7.362,0.57,26.32,27.15,25.32,87.38,3.42,64.8,100.91,26.9,24.07,25.2,4.4002,2.2145,3.83,2021-10-07,7.015508
6.9689,7.404,0.67,26.13,27.16,25.16,84.61,3.13,136.3,101.04,27.33,23.34,24.74,7.235,1.5367,2.61,2021-10-08,3.3995206
5.7086,7.3534,0.55,25.79,26.5,25.22,84.9,5.06,129.7,101.03,26.78,23.07,24.43,3.8366,2.4046,18.08,2021-10-09,3.8500829
4.4959,7.4057,0.43,25.75,26.68,25.08,86.91,4.94,109.4,100.79,26.42,23.41,24.58,2.1305,2.309,49.54,2021-10-10,2.749406
6.03,7.6315,0.58,24.69,25.58,23.72,83.06,7.16,135.1,100.85,26.17,21.61,23.15,5.5478,1.9246,19.11,2021-10-11,4.6179876
7.7054,7.8919,0.73,23.6,24.6,22.71,75.76,5.29,136.6,101.08,25.9,19.07,21.34,8.4672,1.4966,0.01,2021-10-12,3.4037838
6.8074,7.8257,0.65,24.02,25.19,22.6,71.73,3.92,80.8,101.0,25.85,18.6,21.31,5.7619,2.2466,0.52,2021-10-13,5.2855287
7.0594,7.5979,0.67,25.62,27.15,23.98,68.86,3.05,21.7,100.9,26.07,19.47,22.54,6.2148,2.2661,0.16,2021-10-14,8.532176
6.8678,7.591,0.65,26.41,27.88,24.82,72.0,3.75,10.1,100.96,26.92,20.96,23.68,7.0106,1.6702,0.06,2021-10-15,7.812847
6.4188,7.5566,0.6,26.49,27.57,25.6,77.33,3.66,66.7,101.15,27.27,22.21,24.35,5.8022,2.2154,0.19,2021-10-16,1.9580995
6.2208,7.6087,0.58,26.04,27.04,25.13,80.62,5.26,86.9,101.31,27.16,22.46,24.25,4.123,3.0053,0.47,2021-10-17,4.984237
5.8145,7.5178,0.54,26.6,27.5,25.82,81.97,6.69,91.8,101.4,27.16,23.29,24.94,4.3056,2.2399,1.6,2021-10-18,4.998306
6.5681,7.572,0.61,26.48,27.41,25.83,81.34,7.36,94.3,101.43,27.21,23.04,24.76,5.5486,2.083,1.2,2021-10-19,8.221384
6.6854,7.6906,0.62,26.21,27.09,25.47,79.37,7.29,100.7,101.39,27.15,22.36,24.28,6.0043,2.2111,1.16,2021-10-20,12.813168
6.5453,7.7381,0.61,25.94,26.99,24.96,76.52,7.34,90.4,101.36,26.97,21.5,23.72,4.6406,2.7778,0.2,2021-10-21,13.149453
7.1143,7.8314,0.66,26.15,27.23,25.3,73.58,5.54,101.4,101.47,27.14,21.07,23.61,6.253,2.2898,0.13,2021-10-22,14.561991
6.8054,7.7746,0.63,25.56,26.52,24.81,76.89,6.76,112.5,101.29,26.95,21.22,23.39,6.228,2.3016,0.2,2021-10-23,6.6935115
6.9194,7.8206,0.64,25.09,25.94,24.31,77.05,5.79,103.5,101.05,26.98,20.8,22.95,6.0233,2.3153,0.07,2021-10-24,8.513645
6.9982,7.7614,0.64,25.77,26.92,24.52,77.19,5.45,98.8,101.07,27.2,21.49,23.63,5.8853,2.2464,0.11,2021-10-25,6.072348
7.2977,7.812,0.67,26.14,27.17,25.37,76.33,6.66,99.0,101.27,27.29,21.64,23.89,7.1578,1.98,0.15,2021-10-26,6.810936
7.3217,7.8458,0.67,25.84,26.76,25.08,75.52,7.81,110.8,101.37,27.1,21.19,23.51,6.641,2.1036,0.1,2021-10-27,9.405006
7.3186,7.9258,0.67,25.82,26.87,24.62,77.1,5.67,109.3,101.25,27.29,21.51,23.67,6.6334,2.1336,0.08,2021-10-28,12.489729
6.4337,7.8358,0.59,26.15,26.84,25.32,81.04,5.32,95.4,101.24,27.07,22.66,24.4,4.7261,2.7814,0.37,2021-10-29,6.179757
7.3644,7.9258,0.67,26.37,27.3,25.54,77.76,6.19,99.9,101.28,27.53,22.18,24.27,7.5319,1.7926,0.3,2021-10-30,3.6656544
7.7686,8.0849,0.71,26.09,27.14,24.86,78.59,5.14,97.5,101.19,27.72,22.08,24.08,8.0047,1.7398,0.21,2021-10-31,6.246566
7.1678,7.9994,0.65,26.43,27.52,25.5,77.37,5.43,73.1,101.12,27.82,22.15,24.29,6.3019,2.2634,0.21,2021-11-01,5.976538
4.8168,7.8991,0.44,26.6,27.86,25.73,78.92,2.94,43.8,101.09,27.55,22.62,24.61,2.2174,2.5495,21.4,2021-11-02,4.7897186
6.877,7.9042,0.62,26.5,27.59,25.59,84.18,4.33,79.0,101.12,27.52,23.62,25.06,5.4869,2.268,12.27,2021-11-03,3.720828
1.4887,7.8499,0.13,26.33,26.9,25.79,89.57,5.04,84.6,101.18,26.62,24.5,25.41,0.1764,1.0656,34.25,2021-11-04,4.930932
6.0348,7.8552,0.54,26.27,27.49,25.19,83.99,4.84,89.7,101.0,27.08,23.33,24.8,3.2086,3.2148,3.36,2021-11-05,9.350287
5.4062,7.8679,0.49,26.19,26.89,25.49,81.77,3.62,58.1,100.81,26.82,22.84,24.51,3.2414,2.5918,1.66,2021-11-06,3.4568756
6.0312,7.8852,0.54,26.72,27.67,25.71,82.15,3.19,93.9,100.85,27.7,23.43,25.08,3.415,2.6203,3.3,2021-11-07,4.9566607
6.7008,7.9073,0.6,27.05,27.82,26.41,86.3,4.02,57.8,100.97,27.41,24.57,25.81,4.907,2.2699,27.31,2021-11-08,4.0991282
5.5306,7.9973,0.49,26.94,27.66,26.29,83.03,4.29,96.7,101.0,27.33,23.83,25.38,2.5416,3.1464,1.54,2021-11-09,4.271932
4.6973,8.0333,0.42,26.61,27.06,26.11,85.43,3.79,96.2,100.96,27.25,23.99,25.3,0.7992,3.2042,2.1,2021-11-10,6.192444
5.995,7.9889,0.53,26.6,27.41,25.68,83.05,2.88,73.4,100.98,27.29,23.49,25.04,2.7158,3.2664,1.56,2021-11-11,4.5748544
5.4067,8.0496,0.48,26.48,27.18,25.79,84.64,2.96,112.1,100.9,27.38,23.7,25.09,1.512,3.3346,6.28,2021-11-12,7.0920334
7.4028,8.1948,0.66,26.37,27.5,25.56,84.79,3.77,129.2,100.92,28.05,23.62,24.99,7.5612,1.9452,2.81,2021-11-13,4.0871344
7.4875,8.2056,0.66,26.32,27.33,25.4,84.94,4.31,111.7,100.95,28.26,23.59,24.96,7.2907,1.9913,0.86,2021-11-14,1.6926193
7.7489,8.2092,0.69,26.47,27.5,25.46,79.58,5.27,133.3,100.95,28.28,22.65,24.56,7.6337,1.9505,0.14,2021-11-15,2.517922
7.662,8.3266,0.68,26.02,26.91,25.06,78.14,6.03,117.2,100.94,28.0,21.92,23.97,7.1918,2.2042,0.16,2021-11-16,3.7514596
7.0925,8.2598,0.63,26.53,27.68,25.49,78.92,6.78,99.6,100.84,28.04,22.58,24.55,7.1503,1.9721,0.35,2021-11-17,4.9379377
7.8982,8.377,0.7,26.65,27.62,25.76,73.41,5.7,102.1,100.78,28.02,21.51,24.08,7.325,2.2459,0.14,2021-11-18,2.8686316
7.6214,8.179,0.67,26.59,27.26,25.69,75.96,4.89,91.8,100.81,27.79,22.01,24.3,7.0939,2.2078,0.6,2021-11-19,5.843383
5.442,8.0494,0.48,27.08,27.74,26.35,85.02,5.05,52.0,100.79,27.49,24.37,25.73,3.534,2.3983,12.44,2021-11-20,5.749776
6.9996,8.077,0.62,27.5,28.55,26.63,83.28,2.93,46.9,101.0,28.2,24.41,25.96,5.3602,2.6532,9.94,2021-11-21,7.7387733
7.6937,8.0722,0.68,27.23,27.84,26.44,84.56,3.34,90.3,101.11,28.18,24.4,25.82,7.6015,2.1144,0.88,2021-11-22,3.8128362
6.8635,8.1466,0.6,27.25,28.16,26.5,82.87,3.7,130.9,101.01,28.52,24.1,25.67,4.669,2.8843,1.15,2021-11-23,4.531394
7.4866,8.1185,0.66,27.45,28.47,26.47,79.72,3.05,120.1,100.87,28.53,23.62,25.53,7.1124,1.961,2.51,2021-11-24,2.774982
5.4622,8.1826,0.48,27.15,27.6,26.59,81.28,3.45,112.3,100.82,28.37,23.68,25.42,2.4991,3.0926,2.83,2021-11-25,4.458741
5.5049,8.2034,0.48,27.37,28.05,26.54,79.64,3.1,50.1,100.93,28.24,23.51,25.44,1.2079,3.8342,21.5,2021-11-26,4.709875
2.6638,8.1072,0.23,26.76,27.46,25.58,80.88,4.64,100.4,101.13,27.88,23.2,24.98,0.2407,1.8953,8.38,2021-11-27,6.3068695
6.3593,8.04,0.56,27.51,28.35,26.71,82.56,4.79,101.4,101.04,28.45,24.29,25.9,4.2631,2.7931,5.21,2021-11-28,5.0837164
6.1426,8.0494,0.54,27.02,27.41,26.44,85.31,5.84,114.1,100.91,28.09,24.36,25.69,3.0746,3.1306,9.58,2021-11-29,6.204207
6.0266,8.095,0.53,26.89,27.45,26.19,76.84,7.99,110.1,100.88,28.01,22.48,24.68,3.3283,2.856,3.8,2021-11-30,8.195549
6.7735,8.3606,0.59,26.72,27.59,25.75,71.99,6.63,111.8,100.88,28.02,21.26,23.99,5.7631,2.4794,0.85,2021-12-01,6.252165
6.3737,8.3023,0.55,26.57,27.42,25.65,78.69,7.21,126.9,100.76,27.93,22.58,24.58,5.5495,2.3897,6.4,2021-12-02,6.012609
6.2242,8.1958,0.54,26.99,27.8,26.22,79.89,6.83,111.4,100.65,28.08,23.24,25.12,5.0462,2.6599,6.05,2021-12-03,6.325159
7.1563,8.2675,0.62,27.23,28.12,26.45,79.77,6.46,112.5,100.59,28.14,23.45,25.34,6.4397,2.303,3.12,2021-12-04,4.527877
6.4517,8.2519,0.56,27.54,28.6,26.58,79.05,4.74,106.6,100.64,28.21,23.58,25.55,4.0802,3.5131,8.92,2021-12-05,6.3143625
4.8254,8.1746,0.42,27.14,27.73,26.65,86.9,4.95,80.0,100.62,27.73,24.78,25.96,0.9775,2.9806,15.09,2021-12-06,7.9877334
5.8913,8.1634,0.51,27.07,27.43,26.75,87.29,6.7,85.6,100.75,27.66,24.79,25.93,3.3034,2.6964,42.74,2021-12-07,4.9537086
5.8222,8.1259,0.5,26.46,26.69,26.29,85.81,6.54,88.0,100.76,27.35,23.92,25.19,2.5601,3.1478,22.33,2021-12-08,3.9824145
6.8928,8.2253,0.6,27.02,27.69,26.24,85.51,5.39,104.1,100.65,28.23,24.39,25.71,5.9338,2.3621,10.62,2021-12-09,2.9661145
6.137,8.2462,0.53,26.96,27.61,26.45,84.22,4.93,78.4,100.74,28.15,24.08,25.52,4.2382,2.6412,10.48,2021-12-10,3.204235
